name,manaCost,cmc,colors,colorIdentity,type,types,subtypes,rarity,set,setName,text,artist,number,power,toughness,layout,multiverseid,imageUrl,printings,originalText,originalType,id
Joraga Warcaller,{G},1,Green,G,Creature — Elf Warrior,Creature,Elf,Special,pLPA,Launch Parties,"Multikicker {1}{G} (You may pay an additional {1}{G} any number of times as you cast this spell.)
Joraga Warcaller enters the battlefield with a +1/+1 counter on it for each time it was kicked.
Other Elf creatures you control get +1/+1 for each +1/+1 counter on Joraga Warcaller.",Kev Walker,9,1,1,normal,,,pLPA,,,2ab196aa0b8689686799c75458e90dd7701666f8
Lord of Shatterskull Pass,{3}{R},4,Red,R,Creature — Minotaur Shaman,Creature,Minotaur,Special,pLPA,Launch Parties,"Level up {1}{R} ({1}{R}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 1-5
6/6
LEVEL 6+
6/6
Whenever Lord of Shatterskull Pass attacks, it deals 6 damage to each creature defending player controls.",Igor Kieryluk,10,3,3,leveler,,,pLPA,,,3ee1674b6dac74f9f654c6b4aca7be061238c1ab
Ancient Hellkite,{4}{R}{R}{R},7,Red,R,Creature — Dragon,Creature,Dragon,Special,pLPA,Launch Parties,"Flying
{R}: Ancient Hellkite deals 1 damage to target creature defending player controls. Activate this ability only if Ancient Hellkite is attacking.",Wayne Reynolds,11,6,6,normal,,,pLPA,,,ae88b29b78f4052a29aa624e338f412e65de1943
Steel Hellkite,{6},6,,,Artifact Creature — Dragon,Artifact,Dragon,Special,pLPA,Launch Parties,"Flying
{2}: Steel Hellkite gets +1/+0 until end of turn.
{X}: Destroy each nonland permanent with converted mana cost X whose controller was dealt combat damage by Steel Hellkite this turn. Activate this ability only once each turn.",Jaime Jones,12,5,5,normal,,,pLPA,,,0ae0a7571e25b7b61c67ec644db8b02eee8c0388
Thopter Assembly,{6},6,,,Artifact Creature — Thopter,Artifact,Thopter,Special,pLPA,Launch Parties,"Flying
At the beginning of your upkeep, if you control no Thopters other than Thopter Assembly, return Thopter Assembly to its owner's hand and create five 1/1 colorless Thopter artifact creature tokens with flying.",Volkan Baga,13,5,5,normal,,,pLPA,,,e99fb8853034f2622368593afde25637057bdc88
Phyrexian Metamorph,{3}{U/P},4,Blue,U,Artifact Creature — Shapeshifter,Artifact,Shapeshifter,Special,pLPA,Launch Parties,"({U/P} can be paid with either {U} or 2 life.)
You may have Phyrexian Metamorph enter the battlefield as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types.",Jung Park,14,0,0,normal,,,pLPA,,,7e2ca176e9c8b43903dc8de0109e995a5ff95a4f
Garruk's Horde,{5}{G}{G},7,Green,G,Creature — Beast,Creature,Beast,Special,pLPA,Launch Parties,"Trample
Play with the top card of your library revealed.
You may cast the top card of your library if it's a creature card. (Do this only any time you could cast that creature card. You still pay the spell's costs.)",Kev Walker,15,7,7,normal,,,pLPA,,,23ae98b4259456c991e7779a8b524a093b83fa8e
Ludevic's Test Subject,{1}{U},2,Blue,U,Creature — Lizard,Creature,Lizard,Special,pLPA,Launch Parties,"Defender
{1}{U}: Put a hatchling counter on Ludevic's Test Subject. Then if there are five or more hatchling counters on it, remove all of them and transform it.",Karl Kopinski,16a,0,3,double-faced,,,pLPA,,,04793c9a00ca3cdda49168e95008b553ff3e3dff
Ludevic's Abomination,,2,Blue,U,Creature — Lizard Horror,Creature,Lizard,Special,pLPA,Launch Parties,Trample,Karl Kopinski,16b,13,13,double-faced,,,pLPA,,,fa3525ef2bfba57a1a49e10b1c6894c0aa775184
Mondronen Shaman,{3}{R},4,Red,R,Creature — Human Shaman Werewolf,Creature,Human,Special,pLPA,Launch Parties,"At the beginning of each upkeep, if no spells were cast last turn, transform Mondronen Shaman.",Anthony Palumbo,17a,3,2,double-faced,,,pLPA,,,9265b33e2b094d6ded425a7874d34a16f14243a0
Tovolar's Magehunter,,4,Red,R,Creature — Werewolf,Creature,Werewolf,Special,pLPA,Launch Parties,"Whenever an opponent casts a spell, Tovolar's Magehunter deals 2 damage to that player.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Tovolar's Magehunter.",Anthony Palumbo,17b,5,5,double-faced,,,pLPA,,,f979bd8b4511ab033a7c5dccefea5864b8b4dca2
Restoration Angel,{3}{W},4,White,W,Creature — Angel,Creature,Angel,Special,pLPA,Launch Parties,"Flash
Flying
When Restoration Angel enters the battlefield, you may exile target non-Angel creature you control, then return that card to the battlefield under your control.",Wesley Burt,18,3,4,normal,,,pLPA,,,e17b3723d5cd9987ac0165d2573cb407d0a1fbdc
Staff of Nin,{6},6,,,Artifact,Artifact,,Special,pLPA,Launch Parties,"At the beginning of your upkeep, draw a card.
{T}: Staff of Nin deals 1 damage to target creature or player.",Brad Rigney,19,,,normal,,,pLPA,,,a262ca6a997b305c95e1d582bb27a642a8ed713e
Deadbridge Goliath,{2}{G}{G},4,Green,G,Creature — Insect,Creature,Insect,Special,pLPA,Launch Parties,"Scavenge {4}{G}{G} ({4}{G}{G}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",Nils Hamm,20,5,5,normal,,,pLPA,,,f6ede7fd410280ccf406e3508b418e81367d5786
Skarrg Goliath,{6}{G}{G},8,Green,G,Creature — Beast,Creature,Beast,Special,pLPA,Launch Parties,"Trample
Bloodrush — {5}{G}{G}, Discard Skarrg Goliath: Target attacking creature gets +9/+9 and gains trample until end of turn.",Karl Kopinski,21,9,9,normal,,,pLPA,,,7693bb9b7a35b7db6c22b2e5fd349501fe41d3e3
Breaking,{U}{B},2,Blue,B,Sorcery,Sorcery,,Special,pLPA,Launch Parties,"Target player puts the top eight cards of his or her library into his or her graveyard.
Fuse (You may cast one or both halves of this card from your hand.)",Igor Kieryluk,22a,,,split,,,pLPA,,,04f4779c0c2a10ac2f3162e0da7acc5b514f4dae
Entering,{4}{B}{R},6,Black,B,Sorcery,Sorcery,,Special,pLPA,Launch Parties,"Put a creature card from a graveyard onto the battlefield under your control. It gains haste until end of turn.
Fuse (You may cast one or both halves of this card from your hand.)",Igor Kieryluk,22b,,,split,,,pLPA,,,40217db1b72f0590ee336d5d4cc07ee1ef4c46b1
Colossal Whale,{5}{U}{U},7,Blue,U,Creature — Whale,Creature,Whale,Special,pLPA,Launch Parties,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Whenever Colossal Whale attacks, you may exile target creature defending player controls until Colossal Whale leaves the battlefield. (That creature returns under its owner's control.)",Erica Yang,23,5,5,normal,,,pLPA,,,b93ab51e60ba3b1243a372aef6a38fd1ca04db48
Bident of Thassa,{2}{U}{U},4,Blue,U,Legendary Enchantment Artifact,Enchantment,,Special,pLPA,Launch Parties,"Whenever a creature you control deals combat damage to a player, you may draw a card.
{1}{U}, {T}: Creatures your opponents control attack this turn if able.",Ryan Yee,24,,,normal,,,pLPA,,,b6313e7cd21ec53c8af3818b19112cf2dd8048a4
Tromokratis,{5}{U}{U},7,Blue,U,Legendary Creature — Kraken,Creature,Kraken,Special,pLPA,Launch Parties,"Tromokratis has hexproof unless it's attacking or blocking.
Tromokratis can't be blocked unless all creatures defending player controls block it. (If any creature that player controls doesn't block this creature, it can't be blocked.)",Jaime Jones,25,8,8,normal,,,pLPA,,,7bffc2f31868b22acc0b8767fe633c7c101e5088
Dictate of the Twin Gods,{3}{R}{R},5,Red,R,Enchantment,Enchantment,,Special,pLPA,Launch Parties,"Flash
If a source would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",Chase Stone,26,,,normal,,,pLPA,,,8d80e793830e0f19a4edec0b73b0cbeb1a7f6825
Dragon Throne of Tarkir,{4},4,,,Legendary Artifact — Equipment,Artifact,Equipment,Special,pLPA,Launch Parties,"Equipped creature has defender and ""{2}, {T}: Other creatures you control gain trample and get +X/+X until end of turn, where X is this creature's power.""
Equip {3}",Daarken,27,,,normal,,,pLPA,,,73ecd5f468ea7681b35df5504e4200b9deda55fb
In Garruk's Wake,{7}{B}{B},9,Black,B,Sorcery,Sorcery,,Special,pLPA,Launch Parties,Destroy all creatures you don't control and all planeswalkers you don't control.,Brad Rigney,28,,,normal,,,pLPA,,,9eddba3139917b6d2a8cdeddb898a763b8824e26
Sandsteppe Mastodon,{5}{G}{G},7,Green,G,Creature — Elephant,Creature,Elephant,Special,pLPA,Launch Parties,"Reach
When Sandsteppe Mastodon enters the battlefield, bolster 5. (Choose a creature with the least toughness among creatures you control and put five +1/+1 counters on it.)",Kev Walker,29,5,5,normal,,,pPRE,,,24f804a6e6c2f421e09861ac8982b16de69ab2af
Deathbringer Regent,{5}{B}{B},7,Black,B,Creature — Dragon,Creature,Dragon,Special,pLPA,Launch Parties,"Flying
When Deathbringer Regent enters the battlefield, if you cast it from your hand and there are five or more other creatures on the battlefield, destroy all other creatures.",Chris Rallis,31,5,6,normal,,,pPRE,,,dfbed2bbbf4af1904c680e29e19e3fdae9605db7
Mizzium Meddler,{2}{U},3,Blue,U,Creature — Vedalken Wizard,Creature,Vedalken,Special,pLPA,Launch Parties,"Flash (You may cast this spell any time you could cast an instant.)
When Mizzium Meddler enters the battlefield, you may change a target of target spell or ability to Mizzium Meddler.",Chris Rallis,32,1,4,normal,,,pPRE,,,e6c729dc4005e9071a4bdcd7949f8038ee26e2f9
Blight Herder,{5},5,,,Creature — Eldrazi Processor,Creature,Eldrazi,Special,pLPA,Launch Parties,"When you cast Blight Herder, you may put two cards your opponents own from exile into their owners' graveyards. If you do, create three 1/1 colorless Eldrazi Scion creature tokens. They have ""Sacrifice this creature: Add {C} to your mana pool.""",Jaime Jones,33,4,5,normal,,,pPRE,,,6ad264125c4de1da86d7a56d1fa9cee5e5680fc0
Endbringer,{5}{C},6,,,Creature — Eldrazi,Creature,Eldrazi,Special,pLPA,Launch Parties,"Untap Endbringer during each other player's untap step.
{T}: Endbringer deals 1 damage to target creature or player.
{C}, {T}: Target creature can't attack or block this turn.
{C}{C}, {T}: Draw a card.",Adam Paquette,34,5,5,normal,,,pLPA,,,31e76f2d89925bfc883806466987f827ec202ed6
Counterspell,{U}{U},2,Blue,U,Instant,Instant,,Special,pLGM,Legend Membership,Counter target spell.,Dom!,1,,,normal,,,LEA,,,49ade2479e2c2a83cabc1bcad534222ed9f3b2a0
Incinerate,{1}{R},2,Red,R,Instant,Instant,,Special,pLGM,Legend Membership,Incinerate deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.,Jock,2,,,normal,,,pLGM,,,2837b7bdf8b92d9a20cf31e6f278dcb42697c437
Lightning Bolt,{R},1,Red,R,Instant,Instant,,Special,pJGP,Judge Gift Program,Lightning Bolt deals 3 damage to target creature or player.,Christopher Rush,1,,,normal,,,LEA,,,eb3a6dbdc7dae141b7454f02dbeafe20ac54776e
Stroke of Genius,{X}{2}{U},3,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,Target player draws X cards.,Stephen Daniele,2,,,normal,,,pJGP,,,a2a5280e36c9c0f2eb3361648311f75dcd32801f
Gaea's Cradle,,0,,G,Legendary Land,Land,,Special,pJGP,Judge Gift Program,{T}: Add {G} to your mana pool for each creature you control.,Mark Zug,3,,,normal,,,pJGP,,,05da51e5f5929f59515df9ac3a68f43dd795ceb0
Memory Lapse,{1}{U},2,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,"Counter target spell. If that spell is countered this way, put it on top of its owner's library instead of into that player's graveyard.",Mark Tedin,4,,,normal,,,HML,,,1a28296f959c8d4eccf987a6543b72a3b3edd179
Counterspell,{U}{U},2,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,Counter target spell.,Dom!,5,,,normal,,,LEA,,,cb37c98ad063a9d3f989621cec2bea7e0936d890
Vampiric Tutor,{B},1,Black,B,Instant,Instant,,Special,pJGP,Judge Gift Program,"Search your library for a card, then shuffle your library and put that card on top of it. You lose 2 life.",Gary Leach,6,,,normal,,,VIS,,,883bb4fb7c215bcca17710f80368bd610454198c
Ball Lightning,{R}{R}{R},3,Red,R,Creature — Elemental,Creature,Elemental,Special,pJGP,Judge Gift Program,"Trample (This creature can deal excess combat damage to defending player or planeswalker while attacking.)
Haste (This creature can attack and {T} as soon as it comes under your control.)
At the beginning of the end step, sacrifice Ball Lightning.",Quinton Hoover,7,6,1,normal,,,DRK,,,0151d5ab7052574659ad4a62367ef6a57dfebf81
Oath of Druids,{1}{G},2,Green,G,Enchantment,Enchantment,,Special,pJGP,Judge Gift Program,"At the beginning of each player's upkeep, that player chooses target player who controls more creatures than he or she does and is his or her opponent. The first player may reveal cards from the top of his or her library until he or she reveals a creature card. If he or she does, that player puts that card onto the battlefield and all other cards revealed this way into his or her graveyard.",Daren Bader,8,,,normal,,,pJGP,,,8613e933096d86f658d11f86e9a6eceda42a723b
Hammer of Bogardan,{1}{R}{R},3,Red,R,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Hammer of Bogardan deals 3 damage to target creature or player.
{2}{R}{R}{R}: Return Hammer of Bogardan from your graveyard to your hand. Activate this ability only during your upkeep.",Ron Spencer,9,,,normal,,,MIR,,,4e7220ddf0ccef2318c7fe69a2afaf381299fed6
Tradewind Rider,{3}{U},4,Blue,U,Creature — Spirit,Creature,Spirit,Special,pJGP,Judge Gift Program,"Flying
{T}, Tap two untapped creatures you control: Return target permanent to its owner's hand.",John Matson,10,1,4,normal,,,TMP,,,4bd19cf2526873357588957a8f745216136c51cd
Intuition,{2}{U},3,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,Search your library for three cards and reveal them. Target opponent chooses one. Put that card into your hand and the rest into your graveyard. Then shuffle your library.,April Lee,11,,,normal,,,TMP,,,fc101b6fff67af38e1845197c5254e47094a2827
Argothian Enchantress,{1}{G},2,Green,G,Creature — Human Druid,Creature,Human,Special,pJGP,Judge Gift Program,"Shroud (This creature can't be the target of spells or abilities.)
Whenever you cast an enchantment spell, draw a card.",Daren Bader,12,0,1,normal,,,pJGP,,,4a0ef0ed21855f799cb1b599aea439951b9af9c5
Living Death,{3}{B}{B},5,Black,B,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Each player exiles all creature cards from his or her graveyard, then sacrifices all creatures he or she controls, then puts all cards he or she exiled this way onto the battlefield.",Charles Gillespie,13,,,normal,,,TMP,,,767239704902ff33591409751d82cbe26633c9e0
Armageddon,{3}{W},4,White,W,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Destroy all lands.,John Avon,14,,,normal,,,LEA,,,a2fc3efdfccf7f6affd0ed5f0583fc70544134cb
Balance,{1}{W},2,White,W,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Each player chooses a number of lands he or she controls equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",Kev Walker,15,,,normal,,,LEA,,,a835b81bc728b9d736ac2039a00ebed5fdf9304b
Time Warp,{3}{U}{U},5,Blue,U,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Target player takes an extra turn after this one.,Pete Venters,16,,,normal,,,TMP,,,88576552014fa5370f5c677ab91275388f2eff88
Phyrexian Negator,{2}{B},3,Black,B,Creature — Horror,Creature,Horror,Special,pJGP,Judge Gift Program,"Trample
Whenever Phyrexian Negator is dealt damage, sacrifice that many permanents.",John Zeleznik,17,5,5,normal,,,pJGP,,,f23a1d21e1af984e8df34f6239cbf8340fc6675b
Deranged Hermit,{3}{G}{G},5,Green,G,Creature — Elf,Creature,Elf,Special,pJGP,Judge Gift Program,"Echo {3}{G}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Deranged Hermit enters the battlefield, create four 1/1 green Squirrel creature tokens.
Squirrel creatures get +1/+1.",Kev Walker,18,1,1,normal,,,pJGP,,,7908cf2413e2d883e3936f9108b6aad8cf7cb09d
Hermit Druid,{1}{G},2,Green,G,Creature — Human Druid,Creature,Human,Special,pJGP,Judge Gift Program,"{G}, {T}: Reveal cards from the top of your library until you reveal a basic land card. Put that card into your hand and all other cards revealed this way into your graveyard.",Heather Hudson,19,1,1,normal,,,STH,,,d679e56542a359aab9e2b7111455a613b95bb609
Gemstone Mine,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"Gemstone Mine enters the battlefield with three mining counters on it.
{T}, Remove a mining counter from Gemstone Mine: Add one mana of any color to your mana pool. If there are no mining counters on Gemstone Mine, sacrifice it.",Brom,20,,,normal,,,WTH,,,d84de0e0cdd5e48b4d448490045388843660b6b5
Regrowth,{1}{G},2,Green,G,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Return target card from your graveyard to your hand.,Dameon Willich,21,,,normal,,,LEA,,,21e17bf447f2f2181639b864c9e21afde71de597
Sol Ring,{1},1,,,Artifact,Artifact,,Special,pJGP,Judge Gift Program,{T}: Add {C}{C} to your mana pool.,Mark Tedin,22,,,normal,,,LEA,,,fc87a9e901c64c7431a3fdd431b2b886fc9bc079
Mishra's Factory,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}: Add {C} to your mana pool.
{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.",Kaja & Phil Foglio,23,,,normal,,,ATQ,,,c7ccfe2ce4351320723b5b5ad2519f91c94528f4
Exalted Angel,{4}{W}{W},6,White,W,Creature — Angel,Creature,Angel,Special,pJGP,Judge Gift Program,"Flying
Whenever Exalted Angel deals damage, you gain that much life.
Morph {2}{W}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",Rob Alexander,24,4,5,normal,,,pJGP,,,4bbd9c3b265313db8a2a7ce6235b1958032a5977
Grim Lavamancer,{R},1,Red,R,Creature — Human Wizard,Creature,Human,Special,pJGP,Judge Gift Program,"{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to target creature or player.",Michael Sutfin,25,1,1,normal,,,pJGP,,,1a6b65b56727333cdaf40af4a0b6a56e4c726c78
Meddling Mage,{W}{U},2,White,W,Creature — Human Wizard,Creature,Human,Special,pJGP,Judge Gift Program,"As Meddling Mage enters the battlefield, choose a nonland card name.
Spells with the chosen name can't be cast.",Nottsuo,26,2,2,normal,,,pJGP,,,efeb16d40a4c983049792fc22d2866e12c4d50c3
Pernicious Deed,{1}{B}{G},3,Black,B,Enchantment,Enchantment,,Special,pJGP,Judge Gift Program,"{X}, Sacrifice Pernicious Deed: Destroy each artifact, creature, and enchantment with converted mana cost X or less.",Ittoku,27,,,normal,,,pJGP,,,e085a1d8a4bcfa351d16f7c184bbe3256f0002bd
Ravenous Baloth,{2}{G}{G},4,Green,G,Creature — Beast,Creature,Beast,Special,pJGP,Judge Gift Program,Sacrifice a Beast: You gain 4 life.,Todd Lockwood,28,4,4,normal,,,pJGP,,,46cd4563ae64507e719e6127448bbbbfee84b01b
Cunning Wish,{2}{U},3,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,"You may choose an instant card you own from outside the game, reveal that card, and put it into your hand. Exile Cunning Wish.",Zoltan Boros & Gabor Szikszai,29,,,normal,,,pJGP,,,b2cffa770dc3015424bbe526afb9a16a0fadb86f
Yawgmoth's Will,{2}{B},3,Black,B,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Until end of turn, you may play cards from your graveyard.
If a card would be put into your graveyard from anywhere this turn, exile that card instead.",Ron Spencer,30,,,normal,,,pJGP,,,9da64b0255610bed3f5b02dd9e206c995d2edeee
Vindicate,{1}{W}{B},3,White,W,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Destroy target permanent.,Mark Zug,31,,,normal,,,pJGP,,,785683e04c3cf47610af3307b1abd7feaf460460
Decree of Justice,{X}{X}{2}{W}{W},4,White,W,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Create X 4/4 white Angel creature tokens with flying.
Cycling {2}{W} ({2}{W}, Discard this card: Draw a card.)
When you cycle Decree of Justice, you may pay {X}. If you do, create X 1/1 white Soldier creature tokens.",Alan Pollack,32,,,normal,,,pJGP,,,cf48391f35a0f6d813d99af71fd120411dab60d0
Orim's Chant,{W},1,White,W,Instant,Instant,,Special,pJGP,Judge Gift Program,"Kicker {W} (You may pay an additional {W} as you cast this spell.)
Target player can't cast spells this turn.
If Orim's Chant was kicked, creatures can't attack this turn.",Chippy,33,,,normal,,,pJGP,,,659fcdc0d25294152e27d4df039be4aa607b9fbf
Mind's Desire,{4}{U}{U},6,Blue,U,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Shuffle your library. Then exile the top card of your library. Until end of turn, you may play that card without paying its mana cost. (If it has X in its mana cost, X is 0.)
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",Anthony Francisco,34,,,normal,,,pJGP,,,974dad48c064ff0606f76e824042bd1292e7b54f
Demonic Tutor,{1}{B},2,Black,B,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Search your library for a card and put that card into your hand. Then shuffle your library.,Daarken,35,,,normal,,,LEA,,,81df690a776cc994add9ae7c4a5862d8e3229a13
Goblin Piledriver,{1}{R},2,Red,R,Creature — Goblin Warrior,Creature,Goblin,Special,pJGP,Judge Gift Program,"Protection from blue (This creature can't be blocked, targeted, dealt damage, or enchanted by anything blue.)
Whenever Goblin Piledriver attacks, it gets +2/+0 until end of turn for each other attacking Goblin.",Dave Kendall,36,1,2,normal,,,pPRE,,,7018257d4ff91cd73c301e0c828bc8e399bf6baa
Living Wish,{1}{G},2,Green,G,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"You may choose a creature or land card you own from outside the game, reveal that card, and put it into your hand. Exile Living Wish.",Hideaki Takamura,37,,,normal,,,pJGP,,,1324be7e1d7a4e45bed352b981ad0d9bc0904680
Dark Ritual,{B},1,Black,B,Instant,Instant,,Special,pJGP,Judge Gift Program,Add {B}{B}{B} to your mana pool.,Mark Hyzer,38,,,normal,,,LEA,,,268cb55d02c75b2b0a4df23cdad42e3a5662c196
Maze of Ith,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,{T}: Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn.,Zoltan Boros & Gabor Szikszai,39,,,normal,,,DRK,,,2cab104f3db6a036c28bc17d4d0705623eb67777
Stifle,{U},1,Blue,U,Instant,Instant,,Special,pJGP,Judge Gift Program,Counter target activated or triggered ability. (Mana abilities can't be targeted.),Eric Fortune,40,,,normal,,,pJGP,,,93ee474742f5e199e14ac98afe47f31db790972d
Survival of the Fittest,{1}{G},2,Green,G,Enchantment,Enchantment,,Special,pJGP,Judge Gift Program,"{G}, Discard a creature card: Search your library for a creature card, reveal that card, and put it into your hand. Then shuffle your library.",Shelly Wan,41,,,normal,,,pJGP,,,3a55d5502dfc15660a48350fee689d02c5712d75
Burning Wish,{1}{R},2,Red,R,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"You may choose a sorcery card you own from outside the game, reveal that card, and put it into your hand. Exile Burning Wish.",Ariel Olivetti,42,,,normal,,,pJGP,,,dfe27f93ae3d501d5f112b05fdb0cfc1be181ebe
Bloodstained Mire,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}, Pay 1 life, Sacrifice Bloodstained Mire: Search your library for a Swamp or Mountain card and put it onto the battlefield. Then shuffle your library.",Rob Alexander,43,,,normal,,,pJGP,,,7ed9ad7d5c2e82b63d7ebef1ac103f64b06e1ef5
Flooded Strand,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card and put it onto the battlefield. Then shuffle your library.",Rob Alexander,44,,,normal,,,pJGP,,,ab441066a2eca368161bc5c8641825173a8408f4
Polluted Delta,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card and put it onto the battlefield. Then shuffle your library.",Rob Alexander,45,,,normal,,,pJGP,,,9cbe905c21f174e1bedbe2f407cf61dce0576158
Windswept Heath,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card and put it onto the battlefield. Then shuffle your library.",Anthony S. Waters,46,,,normal,,,pJGP,,,d6c5bbf4017c4eb37168b9719073d44a19e166bf
Wooded Foothills,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}, Pay 1 life, Sacrifice Wooded Foothills: Search your library for a Mountain or Forest card and put it onto the battlefield. Then shuffle your library.",Rob Alexander,47,,,normal,,,pJGP,,,3b6d56723fc4f6980d823ea3ca0ca5eb0fc187c1
Sinkhole,{B}{B},2,Black,B,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,Destroy target land.,Dave Allsop,48,,,normal,,,LEA,,,5a159957bfbecf58e26f2b4d36358cfffb8b0521
Natural Order,{2}{G}{G},4,Green,G,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"As an additional cost to cast Natural Order, sacrifice a green creature.
Search your library for a green creature card and put it onto the battlefield. Then shuffle your library.",Terese Nielsen,49,,,normal,,,VIS,,,7996bed4a33f7f3671763b3792d7e8dff37bc0b8
Phyrexian Dreadnought,{1},1,,,Artifact Creature — Dreadnought,Artifact,Dreadnought,Special,pJGP,Judge Gift Program,"Trample
When Phyrexian Dreadnought enters the battlefield, sacrifice it unless you sacrifice any number of creatures with total power 12 or greater.",Pete Venters,50,12,12,normal,,,MIR,,,f9e5da193d7af15a628487cdd322951f7fa95378
Thawing Glaciers,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"Thawing Glaciers enters the battlefield tapped.
{1}, {T}: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library. Return Thawing Glaciers to its owner's hand at the beginning of the next cleanup step.",Jim Nelson,51,,,normal,,,ALL,,,aa20cdf98766c187c5d3ddb8219e7db78bf28943
Land Tax,{W},1,White,W,Enchantment,Enchantment,,Special,pJGP,Judge Gift Program,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, and put them into your hand. If you do, shuffle your library.",Chuck Lukacs,52,,,normal,,,LEG,,,d1c8ee0389e78e2d375e6897fbb81d85a6905030
Morphling,{3}{U}{U},5,Blue,U,Creature — Shapeshifter,Creature,Shapeshifter,Special,pJGP,Judge Gift Program,"{U}: Untap Morphling.
{U}: Morphling gains flying until end of turn.
{U}: Morphling gains shroud until end of turn. (It can't be the target of spells or abilities.)
{1}: Morphling gets +1/-1 until end of turn.
{1}: Morphling gets -1/+1 until end of turn.",rk post,53,3,3,normal,,,pJGP,,,c034a199fdb874a8ebbc183358122db790774ce0
Wheel of Fortune,{2}{R},3,Red,R,Sorcery,Sorcery,,Special,pJGP,Judge Gift Program,"Each player discards his or her hand, then draws seven cards.",John Matson,54,,,normal,,,LEA,,,12bfddd5a368a89efab7287adf268547b47cef0a
Wasteland,,0,,,Land,Land,,Special,pJGP,Judge Gift Program,"{T}: Add {C} to your mana pool.
{T}, Sacrifice Wasteland: Destroy target nonbasic land.",Carl Critchlow,55,,,normal,,,TMP,,,11cc7debf6b7607b612bf1a903fde946d5d7db03
Entomb,{B},1,Black,B,Instant,Instant,,Special,pJGP,Judge Gift Program,Search your library for a card and put that card into your graveyard. Then shuffle your library.,Ron Spears,56,,,normal,,,pJGP,,,6aa643d748fe03fc5c8036c02a2806f5467cb936
Sword of Fire and Ice,{3},3,,,Artifact — Equipment,Artifact,Equipment,Special,pJGP,Judge Gift Program,"Equipped creature gets +2/+2 and has protection from red and from blue.
Whenever equipped creature deals combat damage to a player, Sword of Fire and Ice deals 2 damage to target creature or player and you draw a card.
Equip {2}",Mark Zug,57,,,normal,,,pJGP,,,1544b893dbad2482c6061c4d5f4ef9622819bf8a
